sample_id,species,wn_1000,wn_1020,wn_1050,wn_1100,wn_1160,wn_1200,wn_1300,wn_1400,wn_1450,wn_1550,wn_1650,wn_1700,wn_1750,wn_2800,wn_2850,wn_2900,wn_2950,wn_3000,wn_3200,wn_3300,wn_3400,wn_3500,activity_MeOH_70,DPPH_MeOH_70,ABTS_MeOH_70,FRAP_MeOH_70,TPC_MeOH_70,activity_EtOH_70,DPPH_EtOH_70,ABTS_EtOH_70,FRAP_EtOH_70,TPC_EtOH_70,activity_EtOAc,DPPH_EtOAc,ABTS_EtOAc,FRAP_EtOAc,TPC_EtOAc,activity_Acetone_100,DPPH_Acetone_100,ABTS_Acetone_100,FRAP_Acetone_100,TPC_Acetone_100,activity_MeCN_50,DPPH_MeCN_50,ABTS_MeCN_50,FRAP_MeCN_50,TPC_MeCN_50
FTIR_S011,Porphyridium purpureum,71.87965013301587,77.93580362289651,79.12754145398777,69.38208603722796,82.67718162941688,82.84733523863112,52.177719497773275,51.68092283812865,78.19808030562952,68.65980991803247,59.93729955456473,72.61171718402277,62.91320576154951,69.85318269792565,67.15428999223577,72.8434247509582,69.94052549040104,77.51225960617023,54.75058488557573,77.94338918333392,66.82270542582326,85.0439751138776,51.29704552295319,13.490565391898546,20.866801059040075,83.77878905341124,13.113639201285688,74.34359397139042,64.13874977217364,12.172254836728092,97.74577782645316,71.16808904007935,40.90191511734513,3.004104494051729,70.14341066090137,81.29079021445888,16.6783636184494,48.22664280113248,27.814543444349525,42.456513225504,89.7622576391463,9.620921329477827,48.10551544361638,36.88287724099991,49.238320693403224,34.727418309194015,48.049332775322306
FTIR_S012,Ulva intestinalis,69.81736487270304,76.551319105954,66.86720757588373,69.80865716799657,78.15088928638006,51.46073627496921,64.84613658074561,80.56304882075669,84.92726438974091,73.63117405055421,70.5084010310178,52.9500765169845,70.68795854479532,68.68539207817713,55.87126498485247,62.65229839409619,65.14674838741733,51.05757886818337,62.16032094447317,57.98093354509366,62.183674281453825,53.538499412261245,24.496460106879645,89.9638533768082,93.20248002175387,66.39121558807601,15.131664225727704,43.092016754785455,54.29941149851587,37.34096468467152,75.94639057802472,33.99970087169891,45.42580641283015,34.40265494788689,48.37518640814737,78.22028157960797,85.97528959323222,13.903675977810925,67.91559372613845,76.621274711201,50.73452535004886,54.10252294065501,53.124975346707295,44.600260825801605,95.21592930562389,72.5321358070587,60.74917181662669
FTIR_S013,Nannochloropsis gaditana,85.31386472734415,51.885936725625164,85.92855613254095,52.75805011298788,83.2656161381126,52.3424350397574,52.258203654352485,77.90005482427625,91.65408121150226,82.49466624102534,71.54399673257342,82.41822389380263,54.206016569590105,92.97067077317557,70.88318330541735,76.89060772304497,87.61421547057076,77.52946187719873,70.9750550279861,69.38384617651792,84.44633423214293,59.490707609387,82.42415960974114,29.214916683841075,38.499171256599496,22.012275483278167,0.6210177138976314,54.13231703596999,38.8003152768927,48.48552044110941,91.72358232828579,51.171689162108244,50.155450321844484,68.2195589664621,57.843273683484185,69.11771920040741,20.862471189553954,54.7551132335243,82.25403997505487,69.78810559706604,11.676684655201353,21.771905102736888,0.4958407675054066,48.8183162819068,19.91729776765958,66.57813668117598,27.103115800864842
FTIR_S014,Spirulina platensis,51.811385065934736,79.26680584543362,87.05526094078118,58.89553259811642,54.44467233430152,79.83606686338115,71.20929264336051,84.24703359277947,55.92128382529274,82.94856582333489,56.315479374420384,55.745491968293074,62.902787078259955,89.58453229053944,85.27777974464844,71.08672673307036,63.378429317097805,85.89566274988294,63.51502342231848,81.0299747003413,70.584938967728,65.88184613709015,21.376296337509547,12.817544322024588,32.37801486725401,51.680441283818936,33.86308996982523,27.214406999952033,46.101466729238915,92.28768492753827,22.473917326349437,14.892203529891502,88.22741625312189,47.758443084691706,85.81703560420443,64.83279069942073,86.6065894386446,36.883275682529124,57.954427113300724,33.13245104708812,8.673233465227492,21.846775779398776,11.550950919020286,90.29978942681664,53.392878500065386,78.25951448030459,81.86852632659523
FTIR_S015,Dunaliella tertiolecta,64.24320720127594,80.59931409228378,59.316773437441945,84.11653403333118,55.31833608248908,67.34302487021208,82.85383309465557,56.44446514250921,57.58910689841503,79.83303944999464,82.56551045479304,78.33674540772185,80.9443110319628,70.68654638104148,58.092752715760945,63.57626589995748,57.37535849663442,88.52640549028703,69.95074253121518,69.09315730946682,68.16421634860734,87.03757144457778,74.14670522347096,11.807669023324896,90.09763288814493,16.0351790044183,42.57390185911345,77.70950839012926,68.2868933068197,87.48945188522764,0.895179167582616,76.75038168737301,69.8791958319214,10.880825626983182,6.294908914192565,58.916124123742044,58.10996277711236,32.31124492384912,21.481796654810204,34.44553127196909,96.89414976164412,82.56061141178238,17.271062326931585,72.16325603479531,43.13173005394307,69.6451674174384,67.17514451817233
FTIR_S016,Nannochloropsis gaditana,81.43752372114146,75.00775775997289,56.78533979471474,66.93209668258758,81.8614686281307,87.21618972724384,66.50748834486029,66.99758881082904,84.0127817904921,69.66022160567464,50.179540473866744,88.76775600125897,64.44202574114115,71.9581078469817,58.79274375065827,50.56600177339061,59.15745540641317,82.62171282473567,61.573115078767856,62.43992777916611,55.43787440968354,76.19901271294306,62.99402045896808,75.94500770851805,4.737609298667755,37.30460765364027,42.25997505657413,86.62900488330995,23.884130441390916,75.22433478663801,33.26549634150182,26.219116125247787,49.4292772929973,92.927078396196,13.602540129249785,20.970871218335386,67.1328712979469,25.30417506506174,0.17627735492558028,90.98943282194683,58.78392870767093,23.70760343346381,56.51246355655639,7.858574775185412,10.47626410035425,20.8577950680382,60.52839917865897
FTIR_S017,Prorocentrum lima,82.33818141276994,55.366058051085325,63.40051346540954,53.14327179340647,76.74331648047846,59.09100841843769,86.3591043055317,69.63118705251934,83.4076673535104,90.09082252516816,86.32629488770681,86.59625805276607,66.77390263286293,73.56486467849743,62.16574688633149,56.82964941592215,69.56165316760175,73.60830711323,62.61978874751894,74.80911460066699,84.24379821718551,74.7721663341343,92.7407258525167,8.84425144188402,97.76349231993771,74.47884790389477,28.49165024192606,30.212949112448094,18.254035056976736,9.789582109093509,18.517806932049265,47.017362150642384,27.09748542393505,11.684315292327119,52.370029501812084,98.70871510286115,55.115770114329976,22.979272736883406,57.02730691265467,66.83877976247462,53.24055750018387,15.395255630871995,95.11110273764953,40.55821395996564,72.62603232523426,28.020444099255748,59.355579435168835
FTIR_S018,Tetraselmis subcordiformis,62.170320891872066,85.98138672325621,81.36073727781937,52.19935982218242,86.7970303105678,70.44244289480663,86.2941485443914,83.95959220578365,70.33948906769449,52.92751246284096,57.06534591273455,69.10621465296327,74.08949163765453,60.36768951774976,56.609561003851205,81.94572184566503,89.74962075709624,69.51684142740079,55.64413582794825,58.07897086707832,48.88916056967686,83.86858305118729,23.190818860641883,76.31517436063376,92.86869840739013,45.33663968243672,53.17315833407205,49.77574802119501,89.92605125405375,45.02708491414812,15.656625688770154,97.29295194533832,98.0345041003591,61.10757065574878,47.37061623031652,88.0355880979615,62.794654558522986,62.01550218745348,41.599256080868926,31.5329428152188,66.71387256914612,33.47193595752967,60.33703272072722,84.53344241538562,44.37336465302184,91.11113587517224,82.68944086883624
FTIR_S019,Chlorella vulgaris,78.2457432115166,73.0983898363659,89.29974631008666,67.88625784293941,86.42626308305412,55.48958483103809,71.9192637451643,62.17452130211774,73.26910603312872,59.21652573054821,86.37087675714824,85.91359923318842,88.49932733850153,55.42191960041326,75.140257566826,73.66001307966427,65.64802897653753,68.52600222002646,67.22679451194453,77.02248315202576,73.54588275624897,68.07918707851178,79.91251286200828,23.961855398618837,66.46286502478985,66.14581176783115,2.537818149457338,10.460544959958806,68.28117630512925,33.07127331640514,98.66490439257498,46.95751221416787,37.77453087370753,94.49478296129168,31.1395563866542,2.3970954150702606,7.443086339434446,51.77531199878847,44.98423214217584,32.865817780926086,44.908650742909,94.86637582259296,49.87479888176971,67.0097586649363,83.20742582909399,6.506721036842533,38.98985917419532
FTIR_S020,Porphyridium purpureum,79.625465317367,75.05935059527783,51.31997324625359,65.8330772110035,76.09279232931553,74.48112413689283,74.65127600647904,61.54540022911495,71.89445310309515,67.91340549447902,88.87539311842016,71.54755762422597,67.6235584246137,65.91007247910883,74.46946021771704,81.2544228447669,72.87047180229517,79.69414664467655,80.4343806968603,70.307261829499,65.16576392425077,84.51636714180383,51.81650368527142,41.878378992292056,56.96008192631461,89.93451438870558,40.577443530258314,11.172673979903813,87.1299481153065,97.79063119524872,18.305811754466696,90.97331512568559,35.422545693803606,21.634197345702898,34.03426083516543,98.00541605565436,41.267121878638356,29.952901838210078,84.46704795099818,9.50523505705656,57.20533026787381,5.434003495055628,2.728533948908407,38.748237313106834,53.083915399044514,82.91854250288557,60.6156850333515
FTIR_S021,Dunaliella tertiolecta,82.11266341281288,57.35963224142546,74.8050617459977,94.20090495149469,85.58529678739481,70.61440257932877,86.48826446595253,89.56137118616668,79.55989522902019,54.490276179270026,68.81975902969094,84.880200901732,58.956651662858626,85.47705827876425,51.825891198971355,50.44570204444453,64.15436890244652,51.40737620120068,89.30427984430669,82.64680193508407,80.21871589619046,77.14081748923839,23.15556248170675,14.301770571006822,52.43528480687175,70.1525088920433,61.289842062672406,14.462874382897773,36.7317126400839,91.47762238022571,36.050498443947006,84.4748028491642,35.794610888583335,13.811131338653816,38.44146253883329,55.86977310929036,26.22994467462213,87.65728293475318,5.18488369959681,39.37964808447738,76.59601609439412,1.968315258582476,74.07471857040456,89.50533320840624,84.59454908225331,68.3774909965351,82.35614918504272
FTIR_S022,Prorocentrum lima,61.394984614787106,80.65169641097822,71.85207105270798,56.305226238787746,57.50894542818509,78.29147476120534,52.30458764241741,82.38115858739222,68.42678043839824,70.21337412818897,74.5328164959527,83.78806269548284,63.46094102094906,77.12747560471936,74.26478395158375,57.70234468747824,85.19448365106349,82.0769531605307,77.84468192449232,81.32277233988403,87.68203552942693,78.76177991745841,16.590399324074458,65.26697971224407,8.341643447803849,9.205669988298382,76.40757265066168,62.99053555058162,57.58669817231182,91.38688792300609,3.4748593166221142,50.22368102710887,16.35222130540981,23.194125933114762,28.787195952982113,76.6711637694485,73.18634219718967,22.2759480657446,15.786605587745672,12.538194666595503,66.54857019685585,85.87453149222782,85.75580651082467,63.697368441691815,82.07172077792518,92.43638547479735,32.276490252559654
FTIR_S023,Prorocentrum lima,57.92354459213582,53.5029176184583,69.56284089910962,82.69092546249391,65.46006489407168,54.73002283657543,80.32585790724018,83.88410670557258,55.86492932878612,82.58836829921218,88.8193632450344,57.81073725905317,79.87075334011269,77.6336318182382,65.24941066846074,51.18347959733172,55.31474762637668,82.23792197974136,88.04533160231207,78.32246993488442,68.64386886439904,77.28267223566891,49.778896849779386,45.77859268543338,9.078213126212875,41.24734595298575,99.27272007553837,78.62640402802548,60.43025957202677,83.83845059764313,70.02670401120307,13.438138751911543,50.443422115974556,79.32965344868902,25.382467123063336,83.95358154635639,7.56954495654143,51.7147834723902,61.93691619992641,13.116417448160366,19.870822431634227,87.3181981748601,18.561908381345305,14.079076983267191,16.323238091589698,3.5416236810733137,54.57043136706334
FTIR_S024,Spirulina platensis,83.30511992299877,70.919900741025,88.17393943699611,57.37024253535587,84.3988569608306,79.68755473146912,85.7814327103074,82.79959676866095,82.48800268265127,72.86155497312983,55.99405788948182,52.25879150751375,90.10660464380689,79.43386015112236,85.67981485599461,68.45431505655577,59.49638012216669,54.96222550921238,78.47238904648675,70.77548597682923,56.268351732065106,69.73910233599335,58.27246406153199,39.38301513377254,69.0645119074367,31.61328337183429,43.93749251538629,12.919047360360537,89.46191874099154,74.9295399594004,48.779629773546304,18.512358519023785,15.716915296590795,78.46605079291687,58.19165073810233,27.689951129737434,77.24284355539758,84.2642315159951,0.19072487898931234,9.948526894578901,74.19704685809441,28.777806457485887,62.904333071277286,34.46326502597334,34.70123099039923,31.845729939047885,81.21016901675193
FTIR_S025,Chlorella vulgaris,82.77891589550293,67.309183714861,66.25508469161174,88.17806456420374,61.49879409946306,79.87792327497917,87.59474737635303,50.799262647171865,76.1085648467045,84.0086747147264,56.11118651025829,86.59935461863898,72.66507815200612,74.50048181152283,71.895324974274,75.95852654214843,96.95868818884135,100.0,74.66098380713585,79.81767135556797,73.66569319777659,66.55201594987312,18.433798742847973,80.4673137518215,95.79676773919394,47.8451996224438,94.01886070610847,99.74358992292366,87.74322712110948,71.07604664607324,12.614353910268882,42.231758581104806,26.29022423465698,96.22207761063682,53.091122767704235,11.279825005835253,7.423653783585216,57.73278149642152,48.35228828642458,15.857152123927044,82.86609889888723,6.420684345476191,63.53741375691998,57.806847450463316,38.32205627719718,89.1914794447229,19.82236958817588
FTIR_S026,Chlorella vulgaris,82.66549496913967,59.74435886599776,91.75111726492965,69.18758361112917,84.3110935012907,70.50123418326486,78.00661696256489,80.42487846912243,68.40605997671108,71.45300998355839,73.77996964973576,70.23078206457254,54.799161942498344,67.59005963746888,74.78398215900225,82.13983756895553,93.33032373105452,80.30585906369897,93.11886361425566,64.42940426449388,61.55347192948269,64.24863008489945,1.4894916760232246,45.90151104137825,51.024927371492815,89.68478394381788,91.63719944000809,35.38664675858223,26.026994644096323,52.69383412412719,26.88428535005183,43.65136434618655,75.40808314637269,97.80387140002486,93.54112487357415,51.95257366417386,36.04474147170951,97.86086733540033,12.06171494021736,33.53277115715401,46.137051334222846,34.125926235481174,90.42149646011836,51.47598101148064,67.84506575394794,48.57672203471611,95.95320814747643
FTIR_S027,Dunaliella tertiolecta,53.03664012977212,55.415229300822446,70.52912599670121,61.41021732818719,82.77534586093961,68.13228153370395,58.77104383109161,74.70438296922303,78.54977386266036,57.58674609968066,56.43760896892227,53.638589761077334,75.25424287972179,82.42768679920775,67.24296750191752,84.57359800547604,80.34987029759043,74.70271089488868,85.28398952572022,56.93222132678055,56.622959466729746,60.462062701475745,47.11332288904608,69.15683373154117,0.1018448952592288,34.29003146933627,13.919084397740766,89.33446442766584,96.85623517038664,58.2278280260872,5.485784081279299,76.85566672191815,14.266222185786114,25.662299025668766,0.2770902006466791,55.03616117037724,51.61458092864974,99.05388514906906,72.82024990358006,13.423516730227082,42.55936823928456,77.45320351991393,1.1614528848544747,64.70164354752524,67.02126874229238,16.889472910413474,22.514144597644016
FTIR_S028,Prorocentrum lima,59.68832811650017,75.44993444991454,89.75004918449767,63.4011644005676,52.50358889437806,59.48816644250562,82.50668268669234,86.09010479342942,80.10166105631349,56.42074641378752,83.77960076953786,84.07750420330223,76.2429021062953,84.71094231051883,85.41671640224011,80.73557506409676,74.8370783450082,59.628985400279475,58.49862924848424,78.69041483949366,62.118398862728725,84.58814006104603,72.82433281832617,78.19890770932393,82.88419279559865,74.14297840959235,50.08433126549156,99.96086239358561,37.22310774592216,48.026063937506706,97.67075849876242,74.46179464269281,4.891988566856787,25.28827481432524,28.771414974102928,26.918486835068013,90.82814943110789,7.388893235989147,13.65854555429612,42.355989326069945,48.28905807761641,53.48889660080195,40.4649265528215,37.38384550126212,22.161284800315638,83.59963832771533,54.06286501202905
FTIR_S029,Phaeodactylum tricornutum,54.30316569398276,74.73894516823115,77.57873665122689,69.82732220877897,72.47535128702206,85.83906617645674,87.98505230027261,87.12567267624271,82.6662427039539,55.89604917656051,58.72949969740693,81.11986702929313,66.33721239979283,72.18517882182434,63.65733425393984,72.10290045583247,80.53366021573646,79.40928777278639,69.68689495324772,81.10471794839214,66.10089331542915,86.92522246202546,91.86004917735433,61.48812582415617,83.05270921698617,46.82766630238485,22.428069928752713,84.10594346903096,60.96695146842024,50.593616396632626,30.623843167309083,8.070898910376146,89.69566756077661,85.87288840051531,28.46699713263132,45.58889480203104,77.17218691013166,22.510550829130118,81.16137144666249,51.94913685221799,22.11242438936345,40.6419553913232,57.20801346919275,42.918465649277636,88.36630165601063,41.462475104116,7.91007525387637
FTIR_S030,Ulva intestinalis,87.17009376101547,69.8998141932446,80.56900788448681,76.29935994179725,49.36130447613374,75.94569644421495,89.32368745013046,74.89207100075625,82.3969790593162,85.10861713446945,59.210813821915515,58.18778959307209,76.36699778762949,70.8621847954509,82.47946854465314,83.26131897676228,63.96029107540622,64.63424103428792,79.61367147381502,64.27047503281358,86.25997436870001,65.84235366253453,62.553400573546405,96.13908947704324,33.65118901545367,83.77186138144474,79.30775125903752,38.035354758068905,99.32316096166146,16.10460490569401,6.291453691643167,36.74769260236365,16.602818309695344,24.79080134093238,66.91829964717267,11.452474123329203,4.456467024387489,33.356692741836405,57.4006832880983,59.09781603428231,61.356133717977634,89.96393337041471,53.80373544009514,96.03810893415097,40.7135538246085,58.35002140036709,28.289181987282863
FTIR_S031,Chlorella vulgaris,50.34581898191247,62.5862769722945,78.84604533507161,72.8709186261575,61.839148556351844,86.54387141976235,81.12589017537424,61.351740809343084,74.45962095507988,74.87558502849006,62.93550309601194,61.03443370288732,59.071273542694904,73.68763685668189,66.18980101054966,92.1614476453062,85.05536592006442,60.247265552456575,77.23332210629279,59.47325930870916,74.30858408635126,79.20913234204845,91.71225725476023,55.08780474216609,67.98186313833213,23.57003855317874,73.51680592926868,2.4163437154863687,40.717870857661694,24.322911581472006,87.1402212361314,3.924030750636487,10.574449491540506,82.5546762487794,51.79958450907291,79.7432454573355,84.18939787778794,38.020723715766366,89.64297600110585,5.027736526879901,94.677411526796,59.652489567983004,33.98377700578402,55.23534596348013,72.23061461530136,11.449024620284442,64.92937236348072
FTIR_S032,Prorocentrum lima,57.118278695400484,56.528253256771954,53.29983534294006,59.962226848774044,64.82321427082462,64.19157675198544,62.984650384568184,58.47465442144395,70.56359981808505,84.10482754085851,61.43460208468849,89.11440439894903,80.99517189700681,56.03406612659871,79.4041996495825,73.58694031807647,73.23684934420139,65.41046629241207,71.06667798834454,67.8827765336965,71.4682637057851,73.01461233470603,86.46902510937748,21.90125272710094,14.158364916123888,52.34556158436297,97.34565585029735,50.79716685671707,64.187630558899,23.41711323556941,54.67264942055511,22.758105585447495,57.726212236122265,57.34830178707833,83.03573043484663,94.72973055503722,74.16200221610251,99.86811127647488,13.57999590558262,7.745879680144297,46.1984731025708,48.24096697296938,91.97733219301577,94.02081802301716,96.6993153183655,80.68344007240334,27.870770314996165
FTIR_S033,Nannochloropsis gaditana,54.279353511340226,87.70274215096859,71.2467330038907,87.21937293169243,67.90481456192552,61.21678834990249,70.27704794120098,66.1230041825676,51.15799011770084,77.45792308612658,59.6405812705748,79.36088233350853,73.92009801592961,55.66307315048186,52.196970122715115,83.20920231930187,67.3778011625076,49.98446811186732,92.21027130371269,51.67792238133221,79.5586961737942,90.87155381212095,21.814287324998794,54.18798429336826,16.323797806488038,63.18117418696196,5.933422139883405,48.79433263264732,98.83050054336712,34.09312174094998,57.03064339509508,95.59781988648513,49.533346827055325,51.89590543088476,40.803923701656274,0.2100650066286569,19.879319828001798,26.4903650048703,25.419494472734616,42.78697608443323,55.04452285872479,78.44975882103682,76.3686423954271,79.51648745209037,16.5523922237092,21.490722405407293,54.23443368841815
