sample_id,species,phylum,replicate,intensity_RT_01,intensity_RT_02,intensity_RT_03,intensity_RT_04,intensity_RT_05,intensity_RT_06,intensity_RT_07,intensity_RT_08,intensity_RT_09,intensity_RT_10,intensity_RT_11,intensity_RT_12,intensity_RT_13,intensity_RT_14,intensity_RT_15,intensity_RT_16,intensity_RT_17,intensity_RT_18,intensity_RT_19,intensity_RT_20,intensity_RT_21,intensity_RT_22,intensity_RT_23,intensity_RT_24,intensity_RT_25,intensity_RT_26,intensity_RT_27,intensity_RT_28,intensity_RT_29,intensity_RT_30,intensity_RT_31,intensity_RT_32,intensity_RT_33,intensity_RT_34,intensity_RT_35,intensity_RT_36,intensity_RT_37,intensity_RT_38,intensity_RT_39,intensity_RT_40,intensity_RT_41,intensity_RT_42,intensity_RT_43,intensity_RT_44,intensity_RT_45,intensity_RT_46,intensity_RT_47,intensity_RT_48,intensity_RT_49,intensity_RT_50,activity_MeOH_70,DPPH_MeOH_70,ABTS_MeOH_70,FRAP_MeOH_70,TPC_MeOH_70,activity_EtOH_70,DPPH_EtOH_70,ABTS_EtOH_70,FRAP_EtOH_70,TPC_EtOH_70,activity_EtOAc,DPPH_EtOAc,ABTS_EtOAc,FRAP_EtOAc,TPC_EtOAc,activity_Acetone_100,DPPH_Acetone_100,ABTS_Acetone_100,FRAP_Acetone_100,TPC_Acetone_100,activity_MeCN_50,DPPH_MeCN_50,ABTS_MeCN_50,FRAP_MeCN_50,TPC_MeCN_50
HPLC_0011,Prorocentrum lima,Dinoflagellata,11,56842.09416155065,23409.4669722288,27285.283753966527,0.0,22048.242108642065,149612.4542574249,2922.639319593817,5272.246647296378,32689.778802459816,0.0,0.0,18693.300858138762,10022.627408650915,7740.285196606972,42413.50727237086,7827.111372766284,0.0,50102.43771700973,56559.8194789956,21010.426828341937,2066.8570307895043,19770.899100498336,23803.76320730096,0.0,11961.840370762971,184349.21094581575,60662.03570301053,0.0,3709.5324083438177,0.0,0.0,3798.2945827849953,0.0,46920.17455463034,0.0,75770.83920883277,0.0,41459.931753783385,91733.68015936052,43829.54228452374,0.0,32885.26254506038,61369.1543246594,0.0,0.0,70538.0779742774,7845.959153329964,55638.295484022114,0.0,5750.258709724122,58.79035833507788,59.745300450716186,64.83756705337007,57.10562200859521,53.47294382763007,51.272756946217406,56.46437259487437,53.480532121934196,43.38026726672935,51.765855801331696,41.93137441363375,53.24467753196663,39.63869916190578,39.37394027391,35.46818068675259,44.24299871538173,47.88859522076495,48.213926507287596,35.9123913800461,44.957081753428255,45.795233189047096,56.652675181695514,49.05441317726412,36.55755811692458,40.91628628030416
HPLC_0012,Prorocentrum lima,Dinoflagellata,12,23922.316677003135,112542.06382238797,24938.360098019213,11791.548038484641,0.0,80414.7587467126,13704.861170484337,39217.591977535536,0.0,1443.2661291269503,0.0,0.0,0.0,0.0,0.0,0.0,40690.165784452016,0.0,6893.828194885899,9509.821862906849,0.0,0.0,0.0,24443.552268215208,6119.735216944849,126657.384586092,18376.086354279596,35191.204248780356,86956.51805326961,5998.9082758691875,0.0,21815.682957979512,0.0,28882.346480203032,18954.110941400002,584.7519880292297,118412.33446251019,0.0,42846.761959734045,16259.377797065596,0.0,0.0,118764.19001347,181258.76352916466,13846.681624128014,4892.168784746792,46582.015438120216,13403.532158758266,0.0,59284.5223069721,58.131464689664355,59.80305653617536,58.876328656073426,52.13342855371161,61.71304501269702,54.186696728358456,51.948866569572125,60.102572823663714,57.3686886264133,47.32665889378468,48.704317244212824,58.77983954026311,49.923137602369515,45.90416387042891,40.21012796378978,47.990081886095126,50.881095367125305,47.16236469184157,45.81212238527807,48.10474510013558,49.78505624664116,54.36251177340646,46.41304903686261,49.77810040640267,48.58656376989289
HPLC_0013,Prorocentrum lima,Dinoflagellata,13,31403.860970410067,3768.480667304161,149792.80442829258,0.0,0.0,0.0,25281.18537144936,31612.62197576825,25645.537709128013,116296.35477820688,38235.93116182676,28174.076610390024,4965.382827757697,128336.35670746579,0.0,121114.22118095137,2163.736024602373,0.0,0.0,0.0,77830.45423704624,0.0,5949.927955257238,17246.69672024921,153489.15559216263,39338.36330805574,38727.17464872181,78095.66662208411,0.0,52119.4994907182,84076.25605385429,37169.25138507065,57837.38273927065,21783.72826261839,33021.60765527264,42593.774714429666,0.0,0.0,104386.71550907986,8058.519069714298,0.0,0.0,10320.671268847776,0.0,0.0,0.0,45698.635905444724,2593.1707437490545,66881.85504817944,10155.731322850612,58.27968959905412,62.30736161608667,59.04497032579901,55.04638981003954,56.720036644291284,54.61166364025368,53.56127584944996,63.09384507415232,48.059347810961945,53.732185826450475,43.11824859890383,43.11335432038581,42.22011772150804,48.085082430038604,39.05443992368288,48.96077016278456,55.1096904205312,48.94782155487698,43.83016737599931,47.95540129973076,46.50016254767188,52.690619603353184,42.935871099157886,43.26743178905593,47.1067276991205
HPLC_0014,Prorocentrum lima,Dinoflagellata,14,21366.491928202355,7942.3228063962115,3751.330997166188,161139.56931075273,13914.840113007838,0.0,0.0,0.0,15099.184842424916,14276.8988955754,16333.935579028466,28889.279611150097,0.0,73857.49903014187,31610.87863848946,0.0,11368.705289254696,62936.19432020793,21323.521245672557,21530.12227766982,0.0,2592.4736312131745,0.0,0.0,0.0,57978.4763531656,14233.457966896927,0.0,48441.18059130018,39049.46022065137,0.0,30987.2662544783,0.0,0.0,0.0,49131.90900516596,0.0,16132.323223673924,0.0,0.0,0.0,55793.1127190133,39629.9415912224,43642.915388821755,71955.28055745628,20234.27069084062,32505.721946977712,45398.84918228769,0.0,0.0,57.00327980703611,64.9297663691363,58.96871728848828,52.266303603319116,51.848331967200764,51.79121904487667,51.95187987295233,56.612720332817936,44.857795992747555,53.742479980988875,45.793167904163,50.37723146800428,55.48898366888393,37.61906562824004,39.687390851523745,49.14243271800803,58.943150803692255,52.76555856116566,41.4651517936804,43.39586971349379,48.26556222826093,53.64525232762113,51.186646998988394,43.68567041292343,44.54467917351078
HPLC_0015,Prorocentrum lima,Dinoflagellata,15,36182.5492932385,46338.88290893942,37916.13653850954,144030.44560110816,0.0,7241.481912439083,85743.46052608016,0.0,1558.0165775340606,0.0,73038.74566054434,0.0,23184.365143916944,5664.229670823944,0.0,49537.784461089046,1372.7944304954362,65658.16315694492,127505.68899935331,0.0,25533.55054096246,10361.66904808053,29097.499472846117,0.0,46875.376742767505,0.0,0.0,176949.65232313878,0.0,15897.353344488014,226.28202546798525,0.0,0.0,87315.87785771186,84937.03449416124,23374.629715364426,25882.975131623505,73570.55304366465,56327.4428018869,3669.8103099686987,30245.588407061958,0.0,0.0,0.0,13438.777717595742,176511.95592946396,107254.29792885065,31398.073901640768,19345.029432851385,14240.419081342981,56.95103744717125,71.07651117450322,55.01799160790712,54.096894097079975,47.61275290919468,55.75364693735769,65.04495526780468,59.536826252623435,53.084722306473864,45.348083922528794,45.84117798389665,50.70541260893769,41.455452286519225,47.86902889703071,43.33481814309897,43.98840852818125,52.131756153950946,38.254497347010705,40.31633608536388,45.25104452639949,49.80120065092399,58.4887896688534,54.49550277538029,40.11234014789693,46.108170011565335
HPLC_0016,Phaeodactylum tricornutum,Bacillariophyta,1,41030.226003392185,0.0,87.14612163573153,45873.0150908301,251528.72909658702,40494.499223271094,0.0,21838.96853111175,12830.263974263991,81594.19563901504,24180.4347836626,65559.55776015489,0.0,65122.95063866084,60453.190258346505,138816.19752296936,23238.06756037615,26879.2503836488,0.0,0.0,14612.967320671147,50700.92206035478,0.0,18955.14627206155,135672.64055195593,112560.24786280308,0.0,0.0,67272.03769917955,0.0,69419.06733584903,121221.8388121082,35965.71186316337,11532.403681954258,198646.91669498093,164011.37643271053,28368.75210119051,0.0,99167.62868037076,37018.46006708872,38177.757429951766,49838.18670453857,0.0,0.0,0.0,28200.079329388187,21762.901868057143,5115.374577912975,132459.49455709616,25244.50528030686,64.60572914546492,67.120683086403,61.101804703548964,66.97678090760164,63.223647884306104,64.1321684125168,62.8147032242426,62.54641625979116,66.69698286160082,64.47057130443265,49.77230180718902,54.56224869518251,54.11171419150648,43.5445874685707,46.870656873496365,52.83251070330071,58.389289321945895,52.720653966005095,53.14183334382967,47.078266181422194,55.9230605962381,62.556929889928,59.772140968478105,42.9431251830941,58.42004634345223
HPLC_0017,Phaeodactylum tricornutum,Bacillariophyta,2,298598.16242128285,40449.330078950385,15998.192044591988,22520.785944937266,212866.03663784987,7272.315337725383,82846.34014386634,139568.16978587784,32785.736066279795,68943.39688491066,0.0,38581.308875466755,32355.632317271138,4423.254237961834,21504.70189633126,12271.958407256509,0.0,88565.60835755509,17220.10790374191,20866.123651938153,24783.07911011728,98863.91440936916,125829.91364189386,9440.431212800506,147546.9866629897,0.0,0.0,69803.78004957963,56516.95834137127,0.0,5120.219738410911,0.0,49084.115231239375,0.0,0.0,92728.42591635164,2971.1249084892047,34528.75042071055,116047.31439889055,35385.14390563924,0.0,11302.138374866921,93100.37844594955,0.0,9638.2091844359,111284.93126660875,0.0,7723.584754925839,6520.475773116354,32763.58744982117,67.79642751597245,75.80793404601653,67.94307348825974,65.05237358193682,62.38232894767675,64.37138248677081,69.44504881605184,66.67111775164886,62.4704852654412,58.89887811394136,47.666609104227916,55.60207235784077,51.35609897459852,42.85433801918085,40.8539270652915,51.19059253296552,60.06061351523908,44.19244673979325,52.22164210784504,48.287667768984704,57.66558406485778,65.75063348634316,55.59083304573744,57.249701562889946,52.07116816446059
HPLC_0018,Phaeodactylum tricornutum,Bacillariophyta,3,42554.1879530581,36894.28434393589,0.0,0.0,0.0,0.0,5686.0908110903265,0.0,0.0,65439.32447081183,0.0,122276.18433939425,0.0,0.0,8501.984295884582,0.0,2131.3856535396885,0.0,0.0,8631.287569244545,0.0,39334.61805879591,209861.71459388136,28790.94974515794,107011.54205283782,148884.3946828295,10311.383499783682,40999.56134784769,46998.04690112223,0.0,110166.70458442032,0.0,17007.893807924072,13341.196354576014,5549.285978938834,16355.811477845464,24018.113302544203,24733.984249842153,1966.8031451124587,45924.653465527306,10913.984858093027,33369.808628585844,0.0,57068.43077174104,0.0,0.0,0.0,0.0,100105.37349175126,220858.18814211374,69.06484255272044,72.83227507276034,68.58226168903549,70.20116527969189,64.64366816939402,66.13480797502152,65.7889729394675,75.58064631147049,63.98871530365048,59.18089734549758,49.34701309206649,52.3052978921842,47.864574459521705,51.9345127175448,45.28366729901527,53.44860211627514,58.30944990262596,54.34596530224694,54.32596963176374,46.81302362846392,56.670451912953766,56.21535791425147,58.46189511107932,57.01560184468195,54.988952781802325
HPLC_0019,Phaeodactylum tricornutum,Bacillariophyta,4,0.0,8607.779957479934,119201.99813122496,0.0,0.0,59366.13913949499,4179.66843816278,65882.07138093117,17687.456946568593,0.0,76004.19528864513,0.0,0.0,49455.817115903046,135201.94266324834,0.0,0.0,0.0,7727.269354819157,76026.34453327044,7347.5240540101495,0.0,0.0,27480.07260300844,71714.02056938886,5382.076820219402,0.0,115689.54248952122,174964.61049726824,0.0,0.0,11836.471362133758,15487.894603055422,0.0,0.0,15752.573426408151,28057.313532978624,48171.35651532764,11673.881358344204,0.0,39695.953088492904,130387.98525907111,0.0,0.0,0.0,13658.314121245887,6122.261162271718,186022.12812172875,152989.63549471844,261790.82323051256,66.2401975478852,70.43379142197239,71.64422791879656,67.36840340592711,55.51436744484478,63.72429201995191,63.978530070199554,65.31752639976607,61.631845161403206,63.969266448438844,49.7489710443068,58.23981916385529,54.069101063365785,47.33113552389979,39.35582842610632,53.00171437685523,55.97807500458074,56.265472592555824,47.03821098979809,52.7250989204863,53.28162733865659,64.15122024789275,58.07217378753631,42.35664524063277,48.546470078564546
HPLC_0020,Phaeodactylum tricornutum,Bacillariophyta,5,16059.101060698345,23667.806015731152,0.0,0.0,23853.273950992458,60743.31798012375,11040.114112486197,76975.82943348333,0.0,0.0,47491.766502371196,0.0,11546.91163890514,11358.189824412748,0.0,85088.87704777902,42240.82710302054,138109.21621582215,0.0,192161.58968428793,36279.31016425547,7395.3599603120365,1181.538837164416,13935.326898338093,0.0,0.0,0.0,0.0,36796.441542251196,61918.88699485845,110354.9626348286,67965.81050922781,0.0,0.0,0.0,12524.613859318039,151613.8491599417,78907.4206873046,73864.17224196566,43976.0458428619,76489.82076430712,12649.820421486716,0.0,28020.110003002766,24913.274555912813,0.0,18259.379775905014,0.0,0.0,311850.3819850156,65.718494592321,66.65097141111372,67.47640645069217,64.81788707898446,63.92871342849363,63.512734685712665,70.27900938596234,58.63324636894212,60.34370780606492,64.79497518188128,49.980523194966295,52.626013839799,45.20006728056718,50.8624566671446,51.2335549923544,50.5402410591666,57.620019169427984,46.75661760612188,54.22387898679527,43.56044847432125,54.407821443376996,61.75284416621619,54.0148505833843,49.972407562814496,51.89118346109299
HPLC_0021,Phaeodactylum tricornutum,Bacillariophyta,6,16088.892392724629,0.0,63552.695726125545,196425.64367785395,0.0,0.0,0.0,165720.14538021514,110410.86395493761,0.0,0.0,19325.44480990986,26230.4276381122,143515.10551161002,97384.02627385467,4054.2361277895643,75011.52206120419,22337.358571519115,0.0,101053.36679927597,72477.39123774011,50851.49109885965,13723.15489838802,80184.53595562722,50048.7556856639,117983.52892142445,26922.90999680291,0.0,7066.989449342662,0.0,0.0,0.0,132439.21900379914,41299.965492326446,49187.60548612449,0.0,39547.73027285959,0.0,27120.968722384034,0.0,44861.91991494674,11681.49628080879,59462.67604876886,45704.548008989506,27089.260346107185,1757.9565383800498,34684.9840173457,157463.74371876373,117593.49463081807,0.0,67.12815103636765,66.63999103846228,70.36970416384611,62.116739787044985,69.38616915611723,63.436175859487264,75.96021056839648,64.27637033046739,53.641590742652724,59.866531796432476,53.45429858182678,60.00985347833369,53.84760126574805,49.18388968881777,50.7758498944076,57.64330275608351,59.737813756993695,59.47090074980454,55.07769470658794,56.28680181094784,56.94370289487306,61.95283139444855,61.18574348832876,53.383256413539215,51.25298028317573
HPLC_0022,Phaeodactylum tricornutum,Bacillariophyta,7,0.0,0.0,0.0,0.0,140820.34453503485,0.0,105913.63024785192,59631.17728257412,56962.333600723585,26907.12258349636,59400.11140919594,18967.930078330894,3622.8579991898077,48432.302332586805,0.0,35870.444218707584,1392.4837128676322,60211.22280896867,23882.578211411987,8370.216650887985,0.0,31775.945398264823,0.0,0.0,88892.7752965995,0.0,16909.121692140267,0.0,0.0,0.0,0.0,0.0,0.0,56915.495672129466,0.0,0.0,4956.150761319595,0.0,131241.2352182621,36775.86921520733,78432.193244431,55971.43424021359,0.0,193075.4664914705,79764.77129368718,163498.47588494685,27313.787103855077,0.0,0.0,168760.74040694465,63.95712487962126,64.12354981307546,60.6337439533848,68.45958959052811,62.611616161496684,61.15265226827407,65.54874300714239,57.337464274592286,59.695847448474424,62.02855434288716,51.543732493323304,58.803864371668034,48.55037345270851,54.817739775047635,44.002952373869036,54.01370117366497,55.06763279365931,60.74943020759122,52.245840609455676,47.99190108395369,58.43558538083454,59.897114534101156,62.97700019252118,60.476575984385086,50.39165081233074
